인증구분,인증번호,기업명,인증의 범위,유효기간
ISMS,ISMS-FSI-2020-020,(주)이동의즐거움,선불카드 정산·운영 관리 시스템 및 시외버스 예매 발권 서비스 운영,2023-12-01~2026-11-30
ISMS,ISMS-FSI-2020-019,유진투자증권,"트레이딩 시스템 운영(HTS, MTS, WTS)",2023-12-01~2026-11-30
ISMS,ISMS-FSI-2020-017,나이스평가정보,기업정보 대외서비스 운영,2023-12-01~2026-11-30
ISMS-P,ISMS-P-KISA-2020-039,주식회사 스푼랩스,"온라인 오디오 플랫폼 서비스 운영(스푼라디오, 임직원 개인정보 처리 포함)",2023-11-18~2026-11-17
ISMS,ISMS-KISA-2020-197,에이비씨마트코리아,에이비씨마트코리아 온라인 쇼핑몰 서비스 운영,2023-11-18~2026-11-17
ISMS,ISMS-KISA-2020-194,경희사이버대학교,원격 교육시스템 운영,2023-11-18~2026-11-17
ISMS,ISMS-KISA-2020-189,(주)텐바이텐,텐바이텐 쇼핑몰 서비스 운영,2023-11-18~2026-11-17
ISMS,ISMS-KISA-2020-187,(주)백패커,온라인 마켓 플랫폼 운영(아이디어스),2023-11-18~2026-11-17
ISMS,ISMS-KISA-2020-186,(주)셀메이트,판매관리통합솔루션 서비스 운영,2023-11-18~2026-11-17
ISMS,ISMS-KISA-2020-183,주식회사 케이티샛,위성정보통신 운영서비스,2023-11-18~2026-11-17
ISMS,ISMS-KISA-2020-181,(의료)길의료재단,의료정보시스템(OCS/EMR) 및 홈페이지 서비스 운영,2023-11-04~2026-11-03
ISMS,ISMS-KISA-2020-178,양산부산대학교병원,의료정보시스템(OCS/EMR) 및 홈페이지 관련 서비스,2023-11-04~2026-11-03
ISMS,ISMS-KISA-2020-177,주식회사 유비케어,헬스케어 서비스 제공 및 쇼핑몰 운영,2023-11-04~2026-11-03
ISMS,ISMS-KISA-2020-175,(주)머니투데이,온라인 뉴스 서비스 운영(머니투데이),2023-11-04~2026-11-03
ISMS,ISMS-KISA-2020-173,(주)진학사,"진학사 입시, 취업 정보제공 서비스 운영",2023-11-04~2026-11-03
ISMS,ISMS-KISA-2020-169,한국신용카드결제(주),"카드 VAN 서비스, PG 서비스",2023-11-04~2026-11-03
ISMS-P,ISMS-P-FSI-2020-003,대신증권 (주),"전자금융서비스(트레이딩, 뱅킹, 금융상품, 종합자산관리, 투자정보)",2023-11-03~2026-11-02
ISMS,ISMS-FSI-2020-014,교보증권(주),"트레이딩 서비스 운영(HTS, MTS, WTS)",2023-11-03~2026-11-02
ISMS,ISMS-FSI-2020-013,웰컴저축은행,"인터넷뱅킹 서비스 운영(웹, 모바일)",2023-11-03~2026-11-02
ISMS-P,ISMS-P-KISA-2020-036,SK에너지(주),머핀 멤버쉽 서비스,2023-10-21~2026-10-20
ISMS-P,ISMS-P-KISA-2020-035,(주)한국인삼공사,㈜한국인삼공사 대외 온라인 서비스,2023-10-21~2026-10-20
ISMS-P,ISMS-P-KISA-2020-034,주식회사 E1,E1 오렌지카드 서비스 운영,2023-10-21~2026-10-20
ISMS,ISMS-KISA-2020-168,(주)스마일게이트 알피지,로스트아크(Lostark) 게임 서비스 운영,2023-10-21~2026-10-20
ISMS,ISMS-KISA-2020-166,SK이노베이션(주),SK이노베이션 보안시스템 운영 관리,2023-10-21~2026-10-20
ISMS,ISMS-KISA-2020-165,(주)레몬헬스케어,레몬케어 서비스 개발 및 운영,2023-10-21~2026-10-20
ISMS,ISMS-KISA-2020-164,(주)이니스프리,이니스프리 온라인 쇼핑몰 운영,2023-10-21~2026-10-20
ISMS,ISMS-KISA-2020-163,(주)아모레퍼시픽,아모레퍼시픽 온라인 쇼핑몰 운영,2023-10-21~2026-10-20
ISMS,ISMS-KISA-2020-161,삼성전자(주),삼성전자 임직원몰 등 서비스 개발·운영(심사받지 않은 물리적 인프라 제외),2023-10-21~2026-10-20
ISMS-P,ISMS-P-KISA-2020-031,(주) 마이리얼트립,마이리얼트립 온라인 여행 홈페이지 및 대고객 서비스(심사받지 않은 물리적 인프라 제외),2023-10-07~2026-10-06
ISMS,ISMS-KISA-2020-158,연세대학교원주세브란스기독병원,의료정보시스템(OCS/EMR) 및 홈페이지 서비스 운영,2023-10-07~2026-10-06
ISMS,ISMS-KISA-2020-157,인제대학교 부산백병원,의료정보시스템(OCS/EMR) 및 홈페이지 서비스 운영,2023-10-07~2026-10-06
ISMS,ISMS-KISA-2020-151,(주) 조아라,인터넷 웹소설 및 웹툰 서비스 운영(조아라닷컴)(심사받지 않은 물리적 인프라 제외),2023-10-07~2026-10-06
ISMS,ISMS-KISA-2020-149,피에스앤마케팅 주식회사,온라인 쇼핑몰 서비스 운영(SK패밀리샵),2023-10-07~2026-10-06
ISMS,ISMS-KISA-2020-148,(주)에치와이,에치와이 온라인몰 프레딧 운영,2023-10-07~2026-10-06
ISMS,ISMS-KISA-2020-145,(주)포스토피아,"네트워크를 이용한 우편데이터 접수,생성,제작,발송 서비스",2023-09-16~2026-09-15
ISMS,ISMS-KISA-2020-144,(주)신세계인터내셔날,신세계인터내셔날 온라인쇼핑몰 운영,2023-09-16~2026-09-15
ISMS,ISMS-KISA-2020-143,서울디지털대학교,원격교육시스템운영,2023-09-16~2026-09-15
ISMS,ISMS-KISA-2020-142,(주)엔라인,"온라인 쇼핑몰 서비스 운영(난닝구, 네프호텔, 줄로그)",2023-09-16~2026-09-15
ISMS,ISMS-KISA-2020-141,엔투비,기업간 인터넷 전자상거래 서비스 운영,2023-09-16~2026-09-15
ISMS,ISMS-KISA-2020-137,국립대학법인 인천대학교,"학사행정시스템 운영(학적, 성적관리, 학사관리)",2023-09-16~2026-09-15
ISMS,ISMS-KISA-2020-136,한진정보통신(주),"한진정보통신 데이터센터 운영(코로케이션, 서버온디맨드서비스)",2023-09-16~2026-09-15
ISMS,ISMS-FSI-2020-011,디비손해보험,온라인 보험 시스템 운영,2023-09-11~2026-09-10
ISMS,ISMS-FSI-2020-010,신한은행,"금고시스템 및 신한금융그룹 전산센터(죽전, 일산) 운영",2023-09-11~2026-09-10
ISMS,ISMS-FSI-2020-009,경남은행,"인터넷뱅킹 서비스 운영(웹, 모바일)",2023-09-11~2026-09-10
ISMS,ISMS-KISA-2020-134,충북대학교병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2023-08-26~2026-08-25
ISMS,ISMS-KISA-2020-133,건국대학교병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2023-08-26~2026-08-25
ISMS,ISMS-KISA-2020-132,주식회사 인벤,"인벤 온라인서비스 운영(웹진,커뮤니티)",2023-08-26~2026-08-25
ISMS,ISMS-KISA-2020-131,(주)포스코디엑스,"포스코DX IDC운영(코로케이션,네트워크 제공) 및 통합 보안 운영·관제 서비스",2023-08-26~2026-08-25
ISMS,ISMS-KISA-2020-128,디지털서울문화예술대학교,원격교육시스템 운영,2023-08-26~2026-08-25
ISMS-P,ISMS-P-KISA-2020-027,에스비티엠 주식회사,SRS Business Travel Management,2023-08-12~2026-08-11
ISMS,ISMS-KISA-2020-125,한국복지사이버대학교,원격교육서비스 운영,2023-08-12~2026-08-11
ISMS,ISMS-KISA-2020-124,학교법인가톨릭학원 가톨릭대학교 인천성모병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2023-08-12~2026-08-11
ISMS-P,ISMS-P-KISA-2020-025,한국중부발전(주),대국민 서비스(대표 홈페이지 및 출입관리),2023-07-29~2026-07-28
ISMS,ISMS-KISA-2020-122,전북대학교병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2023-07-29~2026-07-28
ISMS,ISMS-KISA-2020-121,(주)평화이즈,집적정보통신시설(IDC) 운영,2023-07-29~2026-07-28
ISMS,ISMS-KISA-2020-120,(학)가톨릭대학교 서울성모병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2023-07-29~2026-07-28
ISMS,ISMS-KISA-2020-117,삼성전자판매 주식회사,패밀리몰 및 홈페이지 서비스,2023-07-29~2026-07-28
ISMS,ISMS-KISA-2020-115,재단법인 한국우편사업진흥원,전자우편 제작서비스 운영,2023-07-29~2026-07-28
ISMS,ISMS-KISA-2020-111,순천향대학교부속천안병원,의료정보시스템(EMR) 및 홈페이지 서비스 운영,2023-07-15~2026-07-14
ISMS,ISMS-KISA-2020-110,순천향대학교부속부천병원,의료정보시스템(EMR) 및 홈페이지 서비스 운영,2023-07-15~2026-07-14
ISMS-P,ISMS-P-FSI-2020-002,(주)우리은행,"인터넷뱅킹 서비스(웹, 모바일)",2023-06-30~2026-06-29
ISMS,ISMS-FSI-2020-006,농협은행,NH 통합IT센터 운영(의왕),2023-06-30~2026-06-29
ISMS,ISMS-FSI-2020-005,(주)우리은행,"금고관리 시스템(통합자금관리, 세출e뱅킹) 운영",2023-06-30~2026-06-29
ISMS,ISMS-KISA-2020-107,지에스네오텍(주),"CDN 서비스 개발 및 운영, Cloud Consulting & Managed Services",2023-06-24~2026-06-23
ISMS,ISMS-KISA-2020-103,주식회사 디지털존,증명서 발급 대행 서비스,2023-06-24~2026-06-23
ISMS-P,ISMS-P-KISA-2020-022,우정사업본부,"인터넷우체국 서비스 (우편, 우체국쇼핑, 방문접수·창구소포, EMS·국제우편, 우표·엽서·축하카드)",2023-06-10~2026-06-09
ISMS-P,ISMS-P-KISA-2020-021,GS칼텍스,GS&POINT 서비스 및 GS칼텍스 보너스카드 서비스,2023-06-10~2026-06-09
ISMS,ISMS-KISA-2020-102,(주)엠게임,온라인 게임서비스(웹/모바일) 개발 및 운영(엠게임),2023-06-10~2026-06-09
ISMS,ISMS-KISA-2020-101,주식회사 네시삼십삼분,모바일 게임 서비스 운영(심사받지 않은 물리적 인프라 제외),2023-06-10~2026-06-09
ISMS,ISMS-KISA-2020-098,아시아나항공(주),아시아나항공 대외서비스 운영,2023-06-10~2026-06-09
ISMS-P,ISMS-P-FSI-2020-001,주식회사 카카오페이,카카오페이 서비스 운영,2023-06-01~2026-05-31
ISMS-P,ISMS-P-KISA-2020-019,주식회사 신세계라이브쇼핑,신세계라이브쇼핑 온라인 쇼핑 서비스,2023-05-27~2026-05-26
ISMS,ISMS-KISA-2020-090,주식회사 레진엔터테인먼트,인터넷 웹툰 서비스 운영(레진코믹스)(심사받지 않은 물리적 인프라 제외),2023-05-27~2026-05-26
ISMS,ISMS-KISA-2020-087,(주)씨제이이엔엠,CJ ONSTYLE 개발 및 운영,2023-05-27~2026-05-26
ISMS,ISMS-KISA-2020-084,뉴스킨 코리아 (주),온라인쇼핑몰 및 제품 홍보사이트 운영 (심사받지 않은 물리적 인프라 제외),2023-05-27~2026-05-26
ISMS,ISMS-KISA-2020-082,(주)휴넷,"온라인 교육서비스 운영(휴넷기업교육, 휴넷평생교육)",2023-05-27~2026-05-26
ISMS,ISMS-KISA-2020-081,(주)다우데이타,"전자지불서비스(VAN, PG) 운영, 본인확인기관 연계서비스 운영",2023-05-27~2026-05-26
ISMS,ISMS-KISA-2020-079,오라클 코퍼레이션,기업용 오라클 클라우드 한국 인프라 운영,2023-05-27~2026-05-26
ISMS,ISMS-KISA-2020-057,데브시스터즈(주),쿠키런 게임서비스 및 게임 플랫폼 운영(심사받지 않은 물리적 인프라 제외),2026-04-16~2029-04-15
ISMS,ISMS-KISA-2020-054,서울특별시,서울특별시 서울시사이버안전센터 운영,2026-03-25~2029-03-24
ISMS,ISMS-KISA-2020-050,SK주식회사,코로케이션 서비스 운영,2026-03-25~2029-03-24
ISMS,ISMS-KISA-2020-048,롯데글로벌로지스(주),"물류 온라인 서비스(롯데택배, 국제특송수입), 대표 홈페이지 운영",2026-03-25~2029-03-24
ISMS,ISMS-KISA-2020-046,(주)두산 디지털이노베이션BU,데이터센터 운영,2026-03-25~2029-03-24
ISMS,ISMS-KISA-2020-044,(주)천재교육,온라인 교육 및 학습 지원 서비스 운영,2026-03-25~2029-03-24
ISMS,ISMS-KISA-2020-042,(주)쏨니아,온라인 쇼핑몰 운영(로미스토리) (정보통신망법 제47조의7에 따른 인증의 특례),2026-03-25~2029-03-24
ISMS,ISMS-KISA-2020-040,(주)조이시티,모바일 및 온라인 게임 서비스(심사받지 않은 물리적 인프라 제외),2026-03-25~2029-03-24
ISMS-P,ISMS-P-KISA-2020-008,(주)홈앤쇼핑,홈앤쇼핑 인터넷 쇼핑몰 서비스,2026-03-18~2029-03-17
ISMS,ISMS-KISA-2020-039,토파스여행정보주식회사,"항공사 인터넷 예약 및 발권 서비스, 항공사 통합정보 공유 서비스(e-Learning 포함) 인프라 운영",2026-03-18~2029-03-17
ISMS,ISMS-FSI-2020-004,주식회사 디비아이엔씨(DB Inc.),DB Inc. 데이터센터 인프라 서비스,2026-03-06~2029-03-05
ISMS,ISMS-KISA-2020-029,(주)나비엠알오,온라인 쇼핑몰 서비스 운영(나비엠알오),2026-02-12~2029-02-11
ISMS,ISMS-KISA-2020-025,(주)엔디에스,"시스템 위탁 운영 서비스(네트워크 운영, 보안 운영, 도메인 관리)",2026-02-12~2029-02-11
ISMS,ISMS-KISA-2020-020,(주)현대리바트,"인터넷 쇼핑몰 운영(리바트몰, WSI몰, 법인몰)",2026-02-12~2029-02-11
ISMS-P,ISMS-P-KISA-2020-003,에스케이텔링크(주),알뜰폰(MVNO) 서비스,2026-01-29~2029-01-28
ISMS,ISMS-KISA-2020-014,엘지전자 (주),"대외 B2C, B2B 서비스 운영",2026-01-29~2029-01-28
ISMS,ISMS-KISA-2020-013,에스케이텔링크(주),국제전화 홈페이지,2026-01-29~2029-01-28
ISMS,ISMS-KISA-2020-009,(주)신세계아이앤씨,IT인프라 및 데이터센터 운영,2026-01-29~2029-01-28
ISMS,ISMS-KISA-2020-008,(주)웹젠,온라인 및 모바일 게임 서비스 운영,2026-01-29~2029-01-28
ISMS,ISMS-KISA-2020-006,한화시스템(주),한화 데이터센터 인프라 운영,2026-01-15~2029-01-14
ISMS,ISMS-KISA-2020-003,(주)컴퓨존,인터넷 쇼핑몰 서비스 운영,2026-01-15~2029-01-14
ISMS,ISMS-KISA-2020-001,애터미 주식회사,애터미(주) 온라인 쇼핑몰 운영,2026-01-15~2029-01-14
ISMS,ISMS-FSI-2019-015,엔에이치엔케이씨피 주식회사,"전자지불결제(PG)서비스, 부가가치통신망(VAN)서비스, 본인인증확인서비스 운영",2025-12-30~2028-12-29
ISMS,ISMS-KISA-2019-077,인하대학교,"학사행정시스템운영(학적, 성적관리, 학사관리)",2025-12-27~2028-12-26
ISMS,ISMS-KISA-2019-076,현대오토에버(주),"집적정보통신시설(IDC) 운영(코로케이션, 네트워크 서비스 제공)",2025-12-27~2028-12-26
ISMS,ISMS-KISA-2019-072,롯데이노베이트(주),롯데이노베이트 데이터센터 인프라 운영,2025-12-26~2028-12-25
ISMS,ISMS-KISA-2019-071,에이치디씨신라면세점(주),신라아이파크 인터넷면세점 서비스 운영,2025-12-26~2028-12-25
ISMS,ISMS-KISA-2019-069,계명대학교동산의료원,"계명대학교동산병원 의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2025-12-26~2028-12-25
ISMS,ISMS-KISA-2019-068,(주) 한샘,"온라인 서비스 운영(대표홈페이지, 한샘몰, 한샘서비스센터, 한샘몰 협력사 페이지, 도무스)",2025-12-26~2028-12-25
ISMS,ISMS-KISA-2019-063,서울사이버대학교,원격 교육시스템 운영,2025-12-26~2028-12-25
ISMS,ISMS-KISA-2019-060,갤럭시아머니트리(주),"전자결제서비스(빌게이트, 편의점캐시, 전자민원캐시), 모바일 상품권 및 쿠폰 발행서비스(갤럭시아콘), 포인트 통합 및 간편결제서비스(머니트리)",2025-12-26~2028-12-25
ISMS-P,ISMS-P-KISA-2019-035,(주)호텔신라,㈜호텔신라 온·오프라인 면세서비스 운영,2025-12-11~2028-12-10
ISMS,ISMS-KISA-2019-047,라이엇게임즈코리아 유한회사,온라인 게임서비스 운영(심사받지 않은 물리적 인프라 제외),2025-12-11~2028-12-10
ISMS-P,ISMS-P-FSI-2019-001,광주은행,"인터넷뱅킹 서비스(웹, 모바일)",2025-11-28~2028-11-27
ISMS,ISMS-FSI-2019-013,(주)코밴,VAN/PG 서비스 및 인프라 운영,2025-11-28~2028-11-27
ISMS,ISMS-FSI-2019-012,한국정보통신(주),VAN/PG 서비스 및 인프라 운영,2025-11-28~2028-11-27
ISMS,ISMS-FSI-2019-011,(주)나이스디앤비,기업신용정보 서비스 등 전 사업부문,2025-11-28~2028-11-27
ISMS,ISMS-FSI-2019-010,하나카드,"대고객 홈페이지 운영(웹, 모바일)",2025-11-28~2028-11-27
ISMS,ISMS-FSI-2019-009,한화손해보험,한화손해보험 홈페이지 및 앱 서비스 운영,2025-11-28~2028-11-27
ISMS,ISMS-FSI-2019-008,한국증권금융,홈페이지 및 대고객 전자금융서비스 운영,2025-11-28~2028-11-27
ISMS,ISMS-FSI-2019-007,광주은행,지자체 금고시스템 운영,2025-11-28~2028-11-27
ISMS-P,ISMS-P-KISA-2019-029,주식회사 현대디에프,현대디에프 면세점 서비스 운영,2025-11-27~2028-11-26
ISMS-P,ISMS-P-KISA-2019-023,한국전력거래소,"대국민 서비스(대표홈페이지, 방문예약시스템) 및 전력거래 서비스(전력거래시스템, 신재생 에너지 공급인증서 거래시스템)",2025-11-13~2028-11-12
ISMS,ISMS-KISA-2019-034,(주)케이티엠모바일,MVNO(알뜰폰) 이동통신 서비스,2025-11-13~2028-11-12
ISMS,ISMS-KISA-2019-033,(주)씨에스링크,정보보안사업 지원 인프라 운영,2025-11-13~2028-11-12
ISMS,ISMS-KISA-2019-031,주식회사 케이티,KT ISP 인프라 운영,2025-11-13~2028-11-12
ISMS-P,ISMS-P-KISA-2019-019,삼성물산 주식회사,"리조트부문 에버랜드 예매, 예약 서비스 및 골프회원 서비스 운영",2025-10-30~2028-10-29
ISMS,ISMS-KISA-2019-028,삼성서울병원,"EMR, OCS 및 대외 홈페이지 서비스",2025-10-30~2028-10-29
ISMS,ISMS-KISA-2019-027,대성전산(주),DM 발송 서비스 운영,2025-10-30~2028-10-29
ISMS,ISMS-FSI-2019-004,현대해상화재보험(주),"대고객 전자금융거래 서비스 운영(홈페이지, 다이렉트, 모바일)",2025-10-18~2028-10-17
ISMS-P,ISMS-P-KISA-2019-018,예금보험공사,통합정리정보시스템,2025-10-16~2028-10-15
ISMS,ISMS-KISA-2019-026,(주)렉스몬드,온라인 쇼핑몰 서비스 운영,2025-10-16~2028-10-15
ISMS,ISMS-KISA-2019-025,(주)제주항공,"온라인 서비스 운영(홈페이지, 여행사우대서비스, 화물서비스, 온라인쇼핑몰)",2025-10-16~2028-10-15
ISMS-P,ISMS-P-KISA-2019-015,십일번가(주),11번가 서비스 운영,2025-09-25~2028-09-24
ISMS,ISMS-KISA-2019-020,십일번가(주),"11pay, 기프티콘, 비즈콘, 기업 홈페이지, 11번가 채용 서비스 운영",2025-09-25~2028-09-24
ISMS,ISMS-KISA-2019-016,동의대학교,"학사정보시스템(학사, 성적, 학적관리) 운영",2025-08-27~2028-08-26
ISMS,ISMS-KISA-2019-014,울산대학교,"학사행정시스템(학사, 성적, 학적관리) 운영",2025-08-27~2028-08-26
ISMS,ISMS-KISA-2019-013,성균관대학교,"학사행정시스템운영(학적, 성적, 학사관리)",2025-08-27~2028-08-26
ISMS,ISMS-KISA-2019-012,명지대학교,"학사행정시스템운영(학사행정, 수강신청)",2025-08-27~2028-08-26
ISMS-P,ISMS-P-KISA-2019-005,삼성물산(주)패션부문,"패션부문 온라인 쇼핑몰 서비스 운영 (SSFSHOP, 토리버치)",2025-08-12~2028-08-11
ISMS,ISMS-KISA-2019-010,이화여자대학교,"학사행정시스템운영(학적, 성적관리, 학사관리)",2025-08-12~2028-08-11
ISMS,ISMS-KISA-2019-009,한양대학교,"학사행정시스템 운영(학적관리, 성적관리, 학사관리)",2025-08-12~2028-08-11
ISMS,ISMS-KISA-2019-008,경희대학교,"학사행정시스템운영(학적, 학사. 수강신청)",2025-08-12~2028-08-11
ISMS,ISMS-KISA-2019-007,국립대학법인서울대학교,"학사행정시스템운영(학적, 성적관리, 학사관리)",2025-08-12~2028-08-11
ISMS,ISMS-KISA-2019-005,대구대학교,"학사행정시스템운영(학적, 성적관리, 학사관리)",2025-08-12~2028-08-11
ISMS,ISMS-KISA-2019-003,상명대학교,"학사행정시스템(학적, 성적관리, 학사관리, 증명발급)운영",2025-07-11~2028-07-10
ISMS,ISMS-KISA-2019-002,중앙대학교,"학사정보시스템 운영(학적, 성적관리, 학사관리)",2025-07-11~2028-07-10
